,Unnamed: 0,promedio,indice,fecha
0,0,-0.4277086555957794,ndwi,2010001
1,1,-0.4314768314361572,ndwi,2010009
2,2,-0.464232861995697,ndwi,2010017
3,3,-0.4856225252151489,ndwi,2010025
4,4,-0.43143847584724426,ndwi,2010033
5,5,-0.4935024678707123,ndwi,2010041
6,6,-0.4800852239131928,ndwi,2010049
7,7,-0.4966675937175751,ndwi,2010057
8,8,-0.36279845237731934,ndwi,2010065
9,9,-0.3199201226234436,ndwi,2010073
10,10,-0.2695804238319397,ndwi,2010081
11,11,-0.3126391470432281,ndwi,2010089
12,12,-0.2520676851272583,ndwi,2010097
13,13,-0.2882852852344513,ndwi,2010105
14,14,-0.3520384728908539,ndwi,2010113
15,15,-0.33504611253738403,ndwi,2010121
16,16,-0.290963351726532,ndwi,2010129
17,17,-0.3745834231376648,ndwi,2010137
18,18,-0.32943400740623474,ndwi,2010145
19,19,-0.2592996060848236,ndwi,2010153
20,20,-0.20299682021141047,ndwi,2010161
21,21,-0.18207930028438568,ndwi,2010169
22,22,-0.3436757028102875,ndwi,2010177
23,23,-0.29496896266937256,ndwi,2010185
24,24,-0.1236390620470047,ndwi,2010193
25,25,-0.1973145604133606,ndwi,2010201
26,26,-0.2488832473754883,ndwi,2010209
27,27,-0.21896301209926605,ndwi,2010217
28,28,-0.24281059205532074,ndwi,2010225
29,29,-0.08046922087669373,ndwi,2010233
30,30,-0.3208818733692169,ndwi,2010241
31,31,-0.23954154551029205,ndwi,2010249
32,32,-0.3195447623729706,ndwi,2010257
33,33,-0.4188506007194519,ndwi,2010265
34,34,-0.3642912805080414,ndwi,2010273
35,35,-0.4515950679779053,ndwi,2010281
36,36,-0.4227868020534515,ndwi,2010289
37,37,-0.4528071582317352,ndwi,2010297
38,38,-0.4772437810897827,ndwi,2010305
39,39,-0.5047131776809692,ndwi,2010313
40,40,-0.4055919945240021,ndwi,2010321
41,41,-0.518837034702301,ndwi,2010329
42,42,-0.4833321273326874,ndwi,2010337
43,43,-0.5176989436149597,ndwi,2010345
44,44,-0.471250832080841,ndwi,2010353
45,45,-0.5247544646263123,ndwi,2010361
46,46,-0.5371296405792236,ndwi,2011001
47,47,-0.5236995220184326,ndwi,2011009
48,48,-0.5385467410087585,ndwi,2011017
49,49,-0.4445769786834717,ndwi,2011025
50,50,-0.5156190395355225,ndwi,2011033
51,51,-0.5682857036590576,ndwi,2011041
52,52,-0.37362098693847656,ndwi,2011049
53,53,-0.5000621676445007,ndwi,2011057
54,54,-0.5336893200874329,ndwi,2011065
55,55,-0.4968210160732269,ndwi,2011073
56,56,-0.4972131848335266,ndwi,2011081
57,57,-0.5083402395248413,ndwi,2011089
