,Unnamed: 0,promedio,indice,fecha
0,0,-0.497260719537735,mndwi,2010001
1,1,-0.4363543689250946,mndwi,2010009
2,2,-0.4757536053657532,mndwi,2010017
3,3,-0.5099971890449524,mndwi,2010025
4,4,-0.4873765110969544,mndwi,2010033
5,5,-0.5137208700180054,mndwi,2010041
6,6,-0.3572210073471069,mndwi,2010049
7,7,-0.5500509142875671,mndwi,2010057
8,8,-0.5347925424575806,mndwi,2010065
9,9,-0.4542222321033478,mndwi,2010073
10,10,-0.4214325249195099,mndwi,2010081
11,11,-0.4626865684986114,mndwi,2010089
12,12,-0.4628942608833313,mndwi,2010097
13,13,-0.4685942232608795,mndwi,2010105
14,14,-0.4752886891365051,mndwi,2010113
15,15,-0.43164607882499695,mndwi,2010121
16,16,-0.4804832637310028,mndwi,2010129
17,17,-0.4260679185390472,mndwi,2010137
18,18,-0.4912543594837189,mndwi,2010145
19,19,-0.4515960216522217,mndwi,2010153
20,20,-0.358705997467041,mndwi,2010161
21,21,-0.2230080217123032,mndwi,2010169
22,22,-0.16356687992811203,mndwi,2010177
23,23,-0.1041257381439209,mndwi,2010185
24,24,-0.5021097064018251,mndwi,2010193
25,25,-0.5562461018562317,mndwi,2010201
26,26,-0.5076193809509277,mndwi,2010209
27,27,-0.5351651310920715,mndwi,2010217
28,28,-0.5360774993896484,mndwi,2010225
29,29,-0.4263897240161896,mndwi,2010233
30,30,-0.5809248685836792,mndwi,2010241
31,31,-0.5535553693771362,mndwi,2010249
32,32,-0.565782368183136,mndwi,2010257
33,33,-0.5564480423927307,mndwi,2010265
34,34,-0.5701705813407898,mndwi,2010273
35,35,-0.5735718607902527,mndwi,2010281
36,36,-0.5750977396965027,mndwi,2010289
37,37,-0.5512592196464539,mndwi,2010297
38,38,-0.5480343699455261,mndwi,2010305
39,39,-0.5407203435897827,mndwi,2010313
40,40,-0.5688712000846863,mndwi,2010321
41,41,-0.5499289035797119,mndwi,2010329
42,42,-0.5693835616111755,mndwi,2010337
43,43,-0.5474137663841248,mndwi,2010345
44,44,-0.5100100040435791,mndwi,2010353
45,45,-0.5654450058937073,mndwi,2010361
46,46,-0.5400611758232117,mndwi,2011001
47,47,-0.5063731074333191,mndwi,2011009
48,48,-0.464756190776825,mndwi,2011017
49,49,-0.3575013875961304,mndwi,2011025
50,50,-0.430254340171814,mndwi,2011033
51,51,-0.5201465487480164,mndwi,2011041
52,52,-0.4687232077121735,mndwi,2011049
53,53,-0.5072000026702881,mndwi,2011057
54,54,-0.5120364427566528,mndwi,2011065
55,55,-0.5041021108627319,mndwi,2011073
56,56,-0.5015683174133301,mndwi,2011081
