,Unnamed: 0,promedio,indice,fecha
0,0,-0.5564695596694946,ndwi,2010001
1,1,-0.5291407108306885,ndwi,2010009
2,2,-0.5045583248138428,ndwi,2010017
3,3,-0.5081245303153992,ndwi,2010025
4,4,-0.5168302059173584,ndwi,2010033
5,5,-0.5359147191047668,ndwi,2010041
6,6,-0.4992583692073822,ndwi,2010049
7,7,-0.5515754222869873,ndwi,2010057
8,8,-0.5374346375465393,ndwi,2010065
9,9,-0.4482162296772003,ndwi,2010073
10,10,-0.4469951391220093,ndwi,2010081
11,11,-0.5021478533744812,ndwi,2010089
12,12,-0.4734064638614655,ndwi,2010097
13,13,-0.4781433343887329,ndwi,2010105
14,14,-0.4947186708450317,ndwi,2010113
15,15,-0.4695140421390533,ndwi,2010121
16,16,-0.475906103849411,ndwi,2010129
17,17,-0.4164514243602753,ndwi,2010137
18,18,-0.4477394819259644,ndwi,2010145
19,19,-0.3917433023452759,ndwi,2010153
20,20,-0.3556182384490967,ndwi,2010161
21,21,-0.2449321150779724,ndwi,2010169
22,22,-0.4336220920085907,ndwi,2010177
23,23,-0.4461883157491684,ndwi,2010185
24,24,-0.4587545394897461,ndwi,2010193
25,25,-0.451177328824997,ndwi,2010201
26,26,-0.4284103810787201,ndwi,2010209
27,27,-0.43071633577346796,ndwi,2010217
28,28,-0.4152301549911499,ndwi,2010225
29,29,-0.37997516989707947,ndwi,2010233
30,30,-0.4983967542648315,ndwi,2010241
31,31,-0.4854108393192291,ndwi,2010249
32,32,-0.4886681735515594,ndwi,2010257
33,33,-0.5115017890930176,ndwi,2010265
34,34,-0.5157330036163329,ndwi,2010273
35,35,-0.5171210765838623,ndwi,2010281
36,36,-0.5216646790504456,ndwi,2010289
37,37,-0.5003082752227783,ndwi,2010297
38,38,-0.495150625705719,ndwi,2010305
39,39,-0.4795304536819458,ndwi,2010313
40,40,-0.5030119419097899,ndwi,2010321
41,41,-0.5190929770469666,ndwi,2010329
42,42,-0.5405790209770203,ndwi,2010337
43,43,-0.5235035419464111,ndwi,2010345
44,44,-0.5323557257652283,ndwi,2010353
45,45,-0.5834532976150513,ndwi,2010361
46,46,-0.5631455779075623,ndwi,2011001
47,47,-0.5651828050613403,ndwi,2011009
48,48,-0.5441038012504578,ndwi,2011017
49,49,-0.4973196983337402,ndwi,2011025
50,50,-0.5387896299362183,ndwi,2011033
51,51,-0.5809818506240845,ndwi,2011041
52,52,-0.5324376225471497,ndwi,2011049
53,53,-0.5223615169525146,ndwi,2011057
54,54,-0.5126091241836548,ndwi,2011065
55,55,-0.4773611426353455,ndwi,2011073
56,56,-0.4849472045898438,ndwi,2011081
57,57,-0.5027638673782349,ndwi,2011089
58,58,-0.4764887392520905,ndwi,2011097
59,59,-0.46823111176490784,ndwi,2011105
60,60,-0.4599734842777252,ndwi,2011113
61,61,-0.4703327715396881,ndwi,2011121
62,62,-0.3661594688892365,ndwi,2011129
63,63,-0.4926925301551819,ndwi,2011137
64,64,-0.4603595733642578,ndwi,2011145
65,65,-0.5139239430427551,ndwi,2011153
66,66,-0.4719014167785645,ndwi,2011161
67,67,-0.4661747217178345,ndwi,2011169
68,68,-0.4572129845619202,ndwi,2011177
69,69,-0.4041397571563721,ndwi,2011185
70,70,-0.3652759790420532,ndwi,2011193
71,71,-0.4407980740070343,ndwi,2011201
72,72,-0.4324764013290405,ndwi,2011209
73,73,-0.4626597762107849,ndwi,2011217
74,74,-0.4652887880802154,ndwi,2011225
75,75,-0.464727133512497,ndwi,2011233
76,76,-0.4314576387405396,ndwi,2011241
77,77,-0.4390259683132172,ndwi,2011249
78,78,-0.4435162544250488,ndwi,2011257
79,79,-0.4661041498184204,ndwi,2011265
80,80,-0.4922366738319397,ndwi,2011273
81,81,-0.5049205422401428,ndwi,2011281
82,82,-0.5218502283096313,ndwi,2011289
83,83,-0.5237188935279846,ndwi,2011297
84,84,-0.5044927597045898,ndwi,2011305
85,85,-0.5201471447944641,ndwi,2011313
86,86,-0.5191733837127686,ndwi,2011321
87,87,-0.5194836258888245,ndwi,2011329
88,88,-0.4793531596660614,ndwi,2011337
89,89,-0.4708358347415924,ndwi,2011345
90,90,-0.4305042028427124,ndwi,2011353
91,91,-0.4451384544372559,ndwi,2011361
92,92,-0.4451384544372559,ndwi,2012001
93,93,-0.4511288404464722,ndwi,2012009
94,94,-0.4633115231990814,ndwi,2012017
95,95,-0.5019720792770386,ndwi,2012025
96,96,-0.588962197303772,ndwi,2012033
97,97,-0.5653241872787476,ndwi,2012041
98,98,-0.5155670642852783,ndwi,2012049
99,99,-0.5374451875686646,ndwi,2012057
100,100,-0.558445155620575,ndwi,2012065
101,101,-0.5485638380050659,ndwi,2012073
102,102,-0.5309615135192871,ndwi,2012081
103,103,-0.5315296053886414,ndwi,2012089
104,104,-0.5016301274299622,ndwi,2012097
105,105,-0.5061559677124023,ndwi,2012105
106,106,-0.4870218634605408,ndwi,2012113
107,107,-0.4998941421508789,ndwi,2012121
108,108,-0.4896296262741089,ndwi,2012129
109,109,-0.4886319935321808,ndwi,2012137
110,110,-0.5380759835243225,ndwi,2012145
111,111,-0.497261106967926,ndwi,2012153
112,112,-0.405748575925827,ndwi,2012161
113,113,-0.4840067625045776,ndwi,2012169
114,114,-0.4824789762496948,ndwi,2012177
115,115,-0.4539346694946289,ndwi,2012185
116,116,-0.4761180877685547,ndwi,2012193
117,117,-0.4751266241073608,ndwi,2012201
118,118,-0.4247670769691467,ndwi,2012209
119,119,-0.4397839605808258,ndwi,2012217
120,120,-0.4738261997699738,ndwi,2012225
121,121,-0.4821712672710418,ndwi,2012233
122,122,-0.4574133455753326,ndwi,2012241
123,123,-0.5258606672286987,ndwi,2012249
124,124,-0.5406664609909058,ndwi,2012257
125,125,-0.5257228612899779,ndwi,2012265
126,126,-0.4953466057777405,ndwi,2012273
127,127,-0.5288171172142029,ndwi,2012281
128,128,-0.5269911289215088,ndwi,2012289
129,129,-0.5044434070587158,ndwi,2012297
130,130,-0.5283822417259216,ndwi,2012305
131,131,-0.5230787396430969,ndwi,2012313
132,132,-0.4793026745319367,ndwi,2012321
133,133,-0.4853758215904236,ndwi,2012329
134,134,-0.5223443508148193,ndwi,2012337
135,135,-0.3418332040309906,ndwi,2012345
136,136,-0.3695763647556305,ndwi,2012353
137,137,-0.24543388187885284,ndwi,2012361
138,138,-0.3075614273548126,ndwi,2013001
139,139,-0.21899473667144773,ndwi,2013009
140,140,-0.2966195344924927,ndwi,2013017
141,141,-0.3041641116142273,ndwi,2013025
142,142,-0.4025348126888275,ndwi,2013033
143,143,-0.4686219990253449,ndwi,2013041
144,144,-0.3043661117553711,ndwi,2013049
145,145,-0.5209085941314697,ndwi,2013057
146,146,-0.4845554530620575,ndwi,2013065
147,147,-0.4459897577762604,ndwi,2013073
148,148,-0.4760564267635346,ndwi,2013081
149,149,-0.4980005025863648,ndwi,2013089
150,150,-0.500500500202179,ndwi,2013097
151,151,-0.4202424883842468,ndwi,2013105
152,152,-0.442391037940979,ndwi,2013113
153,153,-0.453585684299469,ndwi,2013121
154,154,-0.456163763999939,ndwi,2013129
155,155,-0.4384883344173432,ndwi,2013137
156,156,-0.4456566274166107,ndwi,2013145
157,157,-0.480178028345108,ndwi,2013153
158,158,-0.4673808515071869,ndwi,2013161
159,159,-0.38542965054512013,ndwi,2013169
160,160,-0.3932030200958252,ndwi,2013177
161,161,-0.20111168920993805,ndwi,2013185
162,162,-0.4341663718223572,ndwi,2013193
163,163,-0.4324922561645508,ndwi,2013201
164,164,-0.4083435833454132,ndwi,2013209
165,165,-0.4372221529483795,ndwi,2013217
166,166,-0.4096928536891937,ndwi,2013225
167,167,-0.4236306250095368,ndwi,2013233
168,168,-0.4346738457679749,ndwi,2013241
169,169,-0.4542546272277832,ndwi,2013249
170,170,-0.4562926888465881,ndwi,2013257
171,171,-0.4634712636470794,ndwi,2013265
172,172,-0.4719628095626831,ndwi,2013273
173,173,-0.4806029498577118,ndwi,2013281
174,174,-0.5081158876419067,ndwi,2013289
175,175,-0.5169020891189575,ndwi,2013297
176,176,-0.5193179845809937,ndwi,2013305
177,177,-0.5149608850479126,ndwi,2013313
178,178,-0.5265462994575499,ndwi,2013321
179,179,-0.559451699256897,ndwi,2013329
180,180,-0.5585174560546875,ndwi,2013337
181,181,-0.4748274981975555,ndwi,2013345
182,182,-0.5002522468566895,ndwi,2013353
183,183,-0.5192113518714905,ndwi,2013361
184,184,-0.5044366121292114,ndwi,2014001
185,185,-0.517406165599823,ndwi,2014009
186,186,-0.562032163143158,ndwi,2014017
187,187,-0.5191802978515625,ndwi,2014025
188,188,-0.5217001438140869,ndwi,2014033
189,189,-0.5316144824028015,ndwi,2014041
190,190,-0.5290215015411377,ndwi,2014049
