,Unnamed: 0,promedio,indice,fecha
0,0,-0.40532615780830383,mndwi,2010001
1,1,-0.3517621755599976,mndwi,2010009
2,2,-0.3519408702850342,mndwi,2010017
3,3,-0.4466270208358765,mndwi,2010025
4,4,-0.38514643907547,mndwi,2010033
5,5,-0.35459038615226746,mndwi,2010041
6,6,-0.3092002272605896,mndwi,2010049
7,7,-0.4254308938980103,mndwi,2010057
8,8,-0.15120960772037506,mndwi,2010065
9,9,-0.08939015120267868,mndwi,2010073
10,10,-0.06164634227752685,mndwi,2010081
11,11,-0.09388097375631332,mndwi,2010089
12,12,-0.04478377848863602,mndwi,2010097
13,13,-0.12655283510684967,mndwi,2010105
14,14,-0.1453457921743393,mndwi,2010113
15,15,-0.21957404911518094,mndwi,2010121
16,16,-0.14242511987686154,mndwi,2010129
17,17,-0.2506692409515381,mndwi,2010137
18,18,-0.2245836853981018,mndwi,2010145
19,19,-0.1102861687541008,mndwi,2010153
20,20,-0.1761588156223297,mndwi,2010161
21,21,-0.12247739732265472,mndwi,2010169
22,22,-0.1270788460969925,mndwi,2010177
23,23,-0.22321578860282895,mndwi,2010185
24,24,0.033799245953559875,mndwi,2010193
25,25,-0.09336137771606444,mndwi,2010201
26,26,-0.2300475686788559,mndwi,2010209
27,27,-0.16380339860916138,mndwi,2010217
28,28,-0.16177040338516235,mndwi,2010225
29,29,-0.0007951657171361147,mndwi,2010233
30,30,-0.224835216999054,mndwi,2010241
31,31,-0.08465853333473206,mndwi,2010249
32,32,-0.23601466417312625,mndwi,2010257
33,33,-0.3364632427692413,mndwi,2010265
34,34,-0.2688310146331787,mndwi,2010273
35,35,-0.3741190731525421,mndwi,2010281
36,36,-0.3557594418525696,mndwi,2010289
37,37,-0.3859550654888153,mndwi,2010297
38,38,-0.5175931453704834,mndwi,2010305
39,39,-0.5317133069038391,mndwi,2010313
40,40,-0.4267037212848663,mndwi,2010321
41,41,-0.5561220645904541,mndwi,2010329
42,42,-0.4642342031002045,mndwi,2010337
43,43,-0.5181243419647217,mndwi,2010345
44,44,-0.37498897314071655,mndwi,2010353
45,45,-0.4700155258178711,mndwi,2010361
46,46,-0.5159568786621094,mndwi,2011001
47,47,-0.5218972563743591,mndwi,2011009
48,48,-0.52269446849823,mndwi,2011017
49,49,-0.4264885187149048,mndwi,2011025
50,50,-0.4216012358665466,mndwi,2011033
51,51,-0.5113108158111572,mndwi,2011041
52,52,-0.26012361049652105,mndwi,2011049
53,53,-0.4551061391830444,mndwi,2011057
54,54,-0.5318883657455444,mndwi,2011065
55,55,-0.4981543719768524,mndwi,2011073
